"Loc","Orden","St","Bottle","date","longitude","latitude","Depth","pressure","theta","salinity","oxygen","silicate","nitrate","phosphate","ct","at","year"
2006000002006,1,2,6,2006,-9.459,40.333,2.18,2.2,17.756,35.662,234.7,0.14504,0,0.0077,2031.19607625067,2355.9,2006.39452054795
2006000002005,2,2,5,2006,-9.459,40.333,44.83,45.2,13.727,35.911,254.5,1.4533,4.681,0.2761,2118.23382541316,2356,2006.39452054795
2006000002004,3,2,4,2006,-9.459,40.333,96.69,97.5,13.247,35.924,224.8,2.6891,7.2163,0.4092,2131.0344945654,2352.8,2006.39452054795
2006000002003,4,2,3,2006,-9.459,40.333,135.95,137.1,13.277,35.961,210,4.5786,7.9478,0.5291,2153.37468986046,2360,2006.39452054795
2006000003010,5,3,10,2006,-9.643,40.333,7.34,7.4,17.46,35.71,238.8,0.441,0,0.0154,2099.56286547511,2352.7,2006.39452054795
2006000003008,6,3,8,2006,-9.643,40.333,95.89,96.7,13.3,35.928,233.3,2.499,6.8976,0.3696,2133.24160302366,2354.6,2006.39452054795
2006000003006,7,3,6,2006,-9.643,40.333,195.71,197.4,12.897,35.857,230.4,2.9037,7.8835,0.4609,2135.07613758834,2350.2,2006.39452054795
2006000003003,8,3,3,2006,-9.643,40.333,413.92,417.7,11.713,35.791,193.4,5.882,13.551,0.7931,2169.64600705216,2354.1,2006.39452054795
2006000004013,9,4,13,2006,-9.764,40.334,6.74,6.8,17.442,35.857,238.3,0.6615,0,0.0286,2059.39020593267,2359.1,2006.39452054795
2006000004011,10,4,11,2006,-9.764,40.334,96.09,96.9,13.755,36.012,234.2,2.2785,6.4128,0.3289,2126.83911698218,2358.1,2006.39452054795
2006000004009,11,4,9,2006,-9.764,40.334,193.93,195.6,13.053,35.883,230.6,2.8675,8.1725,0.4147,2134.73201424208,2351,2006.39452054795
2006000004008,12,4,8,2006,-9.764,40.334,293.4,296,12.368,35.762,228.1,3.3085,9.5174,0.4939,2139.74911436282,2345.6,2006.39452054795
2006000004006,13,4,6,2006,-9.764,40.334,491.92,496.5,11.557,35.763,190.1,6.029,14.795,0.8228,2168.99409802825,2349.8,2006.39452054795
2006000004005,14,4,5,2006,-9.764,40.334,590.08,595.7,11.635,35.968,183.9,7.2775,15.05,0.8371,2179.35932215774,2367.2,2006.39452054795
2006000004003,15,4,3,2006,-9.764,40.334,777.07,784.8,11.52,36.101,183.1,7.644,15.101,0.8514,2193.35966068428,2381.6,2006.39452054795
2006000005030,16,5,30,2006,-9.783,40.333,2.18,2.2,17.525,35.813,234,0.77224,0,0.0077,2055.90099542529,2357.5,2006.39452054795
2006000005028,17,5,28,2006,-9.783,40.333,94.7,95.5,13.728,36.008,234.2,2.5725,6.4646,0.3289,2130.12576684621,2359.4,2006.39452054795
2006000005024,18,5,24,2006,-9.783,40.333,431.05,435,11.524,35.667,196,5.8085,14.588,0.7799,2162.86308553672,2343.8,2006.39452054795
2006000005022,19,5,22,2006,-9.783,40.333,589.29,594.9,11.581,35.927,183.6,7.2775,15.568,0.8294,2180.34999812437,2364.1,2006.39452054795
2006000005021,20,5,21,2006,-9.783,40.333,686.02,692.7,11.654,36.062,183.6,7.498,14.998,0.8085,2186.69048749926,2375.9,2006.39452054795
2006000005020,21,5,20,2006,-9.783,40.333,786.75,794.6,11.556,36.115,182.8,7.7547,15.049,0.8151,2191.12725369954,2380.3,2006.39452054795
2006000005018,22,5,18,2006,-9.783,40.333,949.08,958.9,11.283,36.156,181.5,8.1585,15.617,0.836,2195.64163907846,2383.7,2006.39452054795
2006000006005,23,6,5,2006,-9.802,40.333,972.29,982.4,11.173,36.185,181.6,8.5427,15.582,0.8448,2199.85365415553,2389.8,2006.39452054795
2006000006003,24,6,3,2006,-9.802,40.333,1364.1,1379.5,9.6729,36.064,193.8,10.268,16.42,0.9031,2202.12665874357,2385.4,2006.39452054795
2006000007022,25,7,22,2006,-9.876,40.333,8.63,8.7,17.441,35.963,226.7,0.97412,0,0.0077,2071.82088946609,2363.2,2006.39452054795
2006000007020,26,7,20,2006,-9.876,40.333,95.4,96.2,13.587,35.972,233.2,2.4363,6.7661,0.3146,2130.9610685865,2358.4,2006.39452054795
2006000007018,27,7,18,2006,-9.876,40.333,194.52,196.2,12.94,35.854,226.2,3.2232,9.0566,0.429,2136.32821160972,2349.9,2006.39452054795
2006000007016,28,7,16,2006,-9.876,40.333,391.84,395.4,11.69,35.675,195.9,5.5478,14.554,0.7436,2159.81152543047,2343,2006.39452054795
2006000007015,29,7,15,2006,-9.876,40.333,493.61,498.2,11.482,35.771,185.4,6.7463,15.876,0.8349,2170.56633743394,2352,2006.39452054795
2006000007013,30,7,13,2006,-9.876,40.333,689.87,696.6,11.677,36.056,183.8,7.2696,15.16,0.8118,2188.17378796005,2376.9,2006.39452054795
2006000007012,31,7,12,2006,-9.876,40.333,788.33,796.2,11.478,36.121,182,7.7567,15.363,0.7964,2193.87159883978,2384.2,2006.39452054795
2006000007011,32,7,11,2006,-9.876,40.333,886.26,895.3,11.208,36.128,181.2,8.281,15.872,0.8349,2197.05077547484,2384.6,2006.39452054795
2006000007010,33,7,10,2006,-9.876,40.333,985.33,995.6,11.105,36.18,180.9,8.5427,15.973,0.8349,2200.26526175953,2390.7,2006.39452054795
2006000007009,34,7,9,2006,-9.876,40.333,1183.9,1196.8,10.864,36.275,182.9,8.8798,15.768,0.8426,2210.33350535881,2400.7,2006.39452054795
2006000007008,35,7,8,2006,-9.876,40.333,1379.8,1395.4,8.9502,35.936,199.2,10.494,16.891,0.9273,2201.27473190603,2379,2006.39452054795
2006000007007,36,7,7,2006,-9.876,40.333,1577.5,1596.1,7.2523,35.629,216.3,12.408,17.709,1.0043,2191.61669979194,2358.8,2006.39452054795
2006000007006,37,7,6,2006,-9.876,40.333,1793.5,1815.5,4.785,35.199,243.4,14.511,18.632,1.0813,2174.01192319175,2330.1,2006.39452054795
2006000007005,38,7,5,2006,-9.876,40.333,1966.2,1991.1,4.1363,35.123,246.1,22.654,19.141,1.1275,2175.20602488298,2328.9,2006.39452054795
2006000007004,39,7,4,2006,-9.876,40.333,2216.9,2246.3,3.5637,35.047,248.6,26.639,19.856,1.188,2173.68851317985,2328.8,2006.39452054795
2006000007003,40,7,3,2006,-9.876,40.333,2352.5,2384.4,3.1903,35.012,248.6,29.373,20.671,1.2342,2179.49899757866,2333.4,2006.39452054795
2006000010028,41,10,28,2006,-10.3,40.334,3.17,3.2,16.919,35.887,248.5,1.2965,0,0.0154,2077.62827531597,2358.8,2006.39726027397
2006000010026,42,10,26,2006,-10.3,40.334,95.6,96.4,13.934,36.041,231.3,2.6666,6.3446,0.3102,2127.46165595386,2362.3,2006.39726027397
2006000010024,43,10,24,2006,-10.3,40.334,194.82,196.5,13.593,36.003,234.9,2.7411,6.7085,0.3322,2128.61055490682,2361,2006.39726027397
2006000010023,44,10,23,2006,-10.3,40.334,291.03,293.6,12.995,35.876,229.3,3.186,8.3741,0.4235,2138.46950409667,2354.9,2006.39726027397
2006000010021,45,10,21,2006,-10.3,40.334,521.22,526.1,11.515,35.725,188.1,6.6317,15.605,0.8239,2169.77261622163,2348,2006.39726027397
2006000010019,46,10,19,2006,-10.3,40.334,688.59,695.3,11.593,36.014,182.2,7.6303,15.445,0.8228,2188.41960777535,2374.5,2006.39726027397
2006000010018,47,10,18,2006,-10.3,40.334,787.94,795.8,11.42,36.086,180.5,8.2222,15.705,0.8382,2193.90188841555,2381.6,2006.39726027397
2006000010017,48,10,17,2006,-10.3,40.334,886.16,895.2,11.186,36.116,180,8.5926,16.017,0.869,2196.11882699821,2383.1,2006.39726027397
2006000010016,49,10,16,2006,-10.3,40.334,984.44,994.7,11.232,36.204,180.4,8.6289,15.756,0.8382,2203.65425692,2392.4,2006.39726027397
2006000010015,50,10,15,2006,-10.3,40.334,1205,1218.2,10.784,36.264,183.7,9.2581,16.015,0.8459,2210.66821219817,2397.5,2006.39726027397
2006000010014,51,10,14,2006,-10.3,40.334,1378.2,1393.8,9.1176,35.969,196.8,10.594,17.006,0.9295,2198.4675013347,2377.2,2006.39726027397
2006000010013,52,10,13,2006,-10.3,40.334,1579.9,1598.5,6.9675,35.578,219.6,12.523,18,1.0054,2180.90659789979,2348.7,2006.39726027397
2006000010012,53,10,12,2006,-10.3,40.334,1774.8,1796.5,5.0503,35.24,239.8,14.231,18.629,1.0813,2168.46479343804,2324.5,2006.39726027397
2006000010011,54,10,11,2006,-10.3,40.334,1969.2,1994.2,4.3744,35.15,244.3,16.122,18.785,1.1187,2166.42377126291,2321.9,2006.39726027397
2006000010010,55,10,10,2006,-10.3,40.334,2214.8,2244.2,3.6071,35.054,248.7,24.24,19.3,1.1869,2173.08768748268,2327.7,2006.39726027397
2006000010009,56,10,9,2006,-10.3,40.334,2462,2496,3.1134,35.002,248.1,29.802,19.968,1.2397,2179.28394268597,2332.2,2006.39726027397
2006000010008,57,10,8,2006,-10.3,40.334,2707.6,2746.6,2.8193,34.974,246.3,34.472,20.636,1.2925,2182.64520419572,2335.2,2006.39726027397
2006000010007,58,10,7,2006,-10.3,40.334,2952.3,2996.5,2.5841,34.951,245.8,37.698,21.098,1.3376,2188.40942656738,2341.1,2006.39726027397
2006000010006,59,10,6,2006,-10.3,40.334,3196.9,3246.6,2.4025,34.933,245,40.701,21.406,1.3684,2193.60730071497,2345.5,2006.39726027397
2006000010005,60,10,5,2006,-10.3,40.334,3442.1,3497.5,2.2604,34.918,244.1,42.814,21.817,1.3838,2192.15101617658,2343.4,2006.39726027397
2006000010004,61,10,4,2006,-10.3,40.334,3684.9,3746.3,2.1716,34.91,243.9,44.706,22.074,1.4135,2199.8748221123,2350.9,2006.39726027397
2006000010003,62,10,3,2006,-10.3,40.334,3882.4,3948.9,2.1206,34.905,242.7,45.929,22.382,1.4443,2201.52154337964,2353,2006.39726027397
2006000012030,63,12,30,2006,-10.905,40.335,13.89,14,16.992,35.906,249.2,0.92512,0,0.0077,2076.53795796437,2359.6,2006.39726027397
2006000012028,64,12,28,2006,-10.905,40.335,96.69,97.5,13.442,35.94,234.1,2.5431,7.2816,0.352,2131.2749457654,2355.8,2006.39726027397
2006000012026,65,12,26,2006,-10.905,40.335,193.53,195.2,12.703,35.816,229.3,3.1605,9.2525,0.4565,2135.86080958157,2347.1,2006.39726027397
2006000012024,66,12,24,2006,-10.905,40.335,392.44,396,11.604,35.653,204.5,5.242,14.346,0.7447,2156.77059075903,2343.1,2006.39726027397
2006000012022,67,12,22,2006,-10.905,40.335,590.77,596.4,11.544,35.878,183.3,7.2451,16.315,0.8646,2177.79251877694,2360.7,2006.39726027397
2006000012021,68,12,21,2006,-10.905,40.335,688.98,695.7,11.488,35.989,182.4,7.5911,16.204,0.8569,2187.67166597202,2372.1,2006.39726027397
2006000012020,69,12,20,2006,-10.905,40.335,787.35,795.2,11.242,36.023,181.5,8.1683,16.532,0.8723,2192.83383198141,2377.2,2006.39726027397
2006000012019,70,12,19,2006,-10.905,40.335,906.51,915.8,11.121,36.104,180.7,8.5917,16.695,0.88,2197.34051321535,2382.8,2006.39726027397
2006000012018,71,12,18,2006,-10.905,40.335,984.83,995.1,10.902,36.112,181.5,8.9386,16.969,0.9042,2201.37053174951,2386.6,2006.39726027397
2006000012017,72,12,17,2006,-10.905,40.335,1133.4,1145.6,10.512,36.126,184.4,9.4394,17.078,0.9042,2202.85377954462,2388.6,2006.39726027397
2006000012016,73,12,16,2006,-10.905,40.335,1380.1,1395.7,8.6186,35.829,201.8,11.06,18.067,0.9845,2194.16583540727,2367.2,2006.39726027397
2006000012015,74,12,15,2006,-10.905,40.335,1577.1,1595.7,6.206,35.424,225.3,12.76,18.309,1.0813,2179.4297087515,2340.5,2006.39726027397
2006000012014,75,12,14,2006,-10.905,40.335,1772.5,1794.2,4.8769,35.2,242.7,14.111,18.628,1.1297,2172.65831827871,2327.4,2006.39726027397
2006000012013,76,12,13,2006,-10.905,40.335,1969.8,1994.8,4.2059,35.116,248.2,16.503,19.05,1.1616,2171.60059150584,2325.9,2006.39726027397
2006000012012,77,12,12,2006,-10.905,40.335,2217.3,2246.7,3.5528,35.042,249.9,25.583,19.683,1.2177,2171.15083150522,2324.8,2006.39726027397
2006000012011,78,12,11,2006,-10.905,40.335,2462.7,2496.7,3.1545,35.005,247.8,30.164,20.473,1.2892,2175.28790627509,2328.1,2006.39726027397
2006000012010,79,12,10,2006,-10.905,40.335,2698.5,2737.3,2.8379,34.973,247.6,33.74,20.999,1.3376,2178.1322257187,2331.4,2006.39726027397
2006000012009,80,12,9,2006,-10.905,40.335,2952.8,2997,2.5518,34.945,247.6,37.204,21.369,1.3618,2188.74546264059,2340.1,2006.39726027397
2006000012008,81,12,8,2006,-10.905,40.335,3195.5,3245.1,2.4036,34.935,246.2,39.886,21.842,1.3937,2190.95577386414,2342.3,2006.39726027397
2006000012007,82,12,7,2006,-10.905,40.335,3441.8,3497.2,2.2799,34.92,244.7,42.567,22.211,1.4179,2193.27337601412,2344.6,2006.39726027397
2006000012005,83,12,5,2006,-10.905,40.335,3684.7,3746.1,2.1969,34.917,243.8,44.579,22.475,1.4663,2193.4016522424,2344.7,2006.39726027397
2006000012006,84,12,6,2006,-10.905,40.335,3685.4,3746.9,2.1978,34.912,244.1,44.803,22.526,1.4421,2194.47303439806,2345.3,2006.39726027397
2006000012004,85,12,4,2006,-10.905,40.335,4123.3,4196.3,2.0987,34.903,244.1,46.702,22.843,1.4663,2193.49765652057,2344.5,2006.39726027397
2006000012003,86,12,3,2006,-10.905,40.335,4837.9,4931.7,2.0469,34.898,243.5,48.042,22.948,1.4663,2199.74763196466,2350.1,2006.39726027397
2006000014030,87,14,30,2006,-11.341,40.333,12.2,12.3,16.941,35.88,248.6,0.90258,0,0.0242,2082.0826206377,2357.3,2006.4
2006000014028,88,14,28,2006,-11.341,40.333,96.39,97.2,13.524,35.885,240.9,1.8061,5.4614,0.2849,2121.63143484292,2352.2,2006.4
2006000014026,89,14,26,2006,-11.341,40.333,194.62,196.3,12.961,35.873,235.1,2.7087,7.4371,0.4147,2134.40461330372,2352.2,2006.4
2006000014024,90,14,24,2006,-11.341,40.333,393.63,397.2,11.71,35.649,214.5,4.9294,12.173,0.6589,2147.77306421436,2339.9,2006.4
2006000014022,91,14,22,2006,-11.341,40.333,587.61,593.2,11.32,35.772,185.7,7.5254,15.448,0.8855,2175.29777508746,2353.6,2006.4
2006000014021,92,14,21,2006,-11.341,40.333,688.78,695.5,11.475,35.929,183.5,7.9008,15.238,0.8536,2184.4424847782,2366.4,2006.4
2006000014020,93,14,20,2006,-11.341,40.333,787.84,795.7,11.498,36.07,182.2,8.2389,15.029,0.869,2192.82100881643,2379.4,2006.4
2006000014019,94,14,19,2006,-11.341,40.333,860.08,868.8,11.212,36.065,181.5,8.7279,15.497,0.902,2196.40161698819,2380.7,2006.4
2006000014018,95,14,18,2006,-11.341,40.333,983.55,993.8,11.126,36.144,181.9,9.0287,15.445,0.8855,2202.01732923084,2387.9,2006.4
2006000014017,96,14,17,2006,-11.341,40.333,1240.7,1254.4,10.364,36.136,187.5,9.8941,15.808,0.9097,2205.85635030503,2389.8,2006.4
2006000014016,97,14,16,2006,-11.341,40.333,1379.4,1395,9.2879,35.955,198.4,10.76,16.434,0.9669,2198.44936340244,2375.2,2006.4
2006000014015,98,14,15,2006,-11.341,40.333,1577.1,1595.7,7.0597,35.586,219,12.796,17.48,1.0648,2187.6031890373,2353.5,2006.4
2006000014014,99,14,14,2006,-11.341,40.333,1774.2,1795.9,4.9409,35.209,245,14.004,17.9,1.1297,2172.49834449856,2326.8,2006.4
2006000014013,100,14,13,2006,-11.341,40.333,1970.1,1995.1,4.0365,35.083,253.3,16.189,18.214,1.1462,2170.16862405775,2322.9,2006.4
2006000014012,101,14,12,2006,-11.341,40.333,2219.3,2248.7,3.4691,35.023,252.3,23.907,18.944,1.2111,2171.72013559395,2324.8,2006.4
2006000014011,102,14,11,2006,-11.341,40.333,2460.5,2494.5,3.0821,34.994,250.8,28.907,19.569,1.2771,2178.41365835644,2331.3,2006.4
2006000014009,103,14,9,2006,-11.341,40.333,2952,2996.2,2.5891,34.947,249,35.211,20.402,1.3585,2184.61868946847,2336.2,2006.4
2006000014010,104,14,10,2006,-11.341,40.333,2952.5,2996.7,2.589,34.948,249.4,35.538,20.298,1.3585,2185.26922951174,2338.2,2006.4
2006000014008,105,14,8,2006,-11.341,40.333,3195.9,3245.5,2.4388,34.934,248.4,38.037,20.715,1.3827,2189.15811222743,2340.4,2006.4
2006000014007,106,14,7,2006,-11.341,40.333,3441.1,3496.5,2.3268,34.924,247.2,40.863,21.027,1.4069,2194.99242004169,2346.8,2006.4
2006000014006,107,14,6,2006,-11.341,40.333,3684.6,3746,2.2301,34.914,245.6,41.95,21.444,1.4553,2193.81140229358,2344.6,2006.4
2006000014005,108,14,5,2006,-11.341,40.333,3929.1,3996.8,2.1637,34.91,245.3,44.776,21.704,1.4718,2198.11429732171,2348.1,2006.4
2006000014004,109,14,4,2006,-11.341,40.333,4415.4,4496.6,2.0717,34.899,245.3,46.407,21.756,1.4883,2200.57610859668,2351.7,2006.4
2006000014003,110,14,3,2006,-11.341,40.333,5086.3,5187.9,2.0402,34.896,245,47.167,21.86,1.496,2202.0782046348,2352.8,2006.4
2006000015017,111,15,17,2006,-11.779,40.333,1334.3,1349.3,10.901,36.276,183.7,9.2179,15.532,0.8349,2211.69815053141,2401,2006.40273972603
2006000016030,112,16,30,2006,-12.22,40.333,7.04,7.1,17.273,35.974,253,2.1403,0,0.0539,2078.71235676375,2363.2,2006.40273972603
2006000016026,113,16,26,2006,-12.22,40.333,195.02,196.7,13.136,35.902,232.5,3.3947,7.7683,0.4092,2132.17672299051,2353.8,2006.40273972603
2006000016024,114,16,24,2006,-12.22,40.333,395.01,398.6,11.722,35.654,209.7,5.2038,12.949,0.7337,2150.19606721543,2339.1,2006.40273972603
2006000016022,115,16,22,2006,-12.22,40.333,591.27,596.9,11.358,35.8,185,7.5646,15.836,0.8877,2177.95940555397,2356.1,2006.40273972603
2006000016021,116,16,21,2006,-12.22,40.333,690.66,697.4,11.57,36.003,183.2,7.8959,15.336,0.8877,2187.14609691629,2371.2,2006.40273972603
2006000016020,117,16,20,2006,-12.22,40.333,808.89,817,11.42,36.081,181.8,8.4486,15.535,0.8723,2193.58675148707,2379.8,2006.40273972603
2006000016019,118,16,19,2006,-12.22,40.333,888.24,897.3,11.235,36.099,180.7,8.7808,15.882,0.8954,2196.17523856152,2380.6,2006.40273972603
2006000016018,119,16,18,2006,-12.22,40.333,984.63,994.9,11.143,36.156,180.9,8.7798,15.932,0.8646,2203.76090380948,2389.3,2006.40273972603
2006000016017,120,16,17,2006,-12.22,40.333,1205.3,1218.5,10.928,36.272,183.3,9.3325,15.732,0.8723,2207.12418490334,2395.8,2006.40273972603
2006000016016,121,16,16,2006,-12.22,40.333,1380.6,1396.2,9.4817,36.018,195.3,10.626,16.73,0.9647,2204.83432204233,2383.2,2006.40273972603
2006000016015,122,16,15,2006,-12.22,40.333,1675.1,1695.2,6.3056,35.462,225.3,13.583,18.281,1.0571,2184.89146625598,2346.8,2006.40273972603
2006000016014,123,16,14,2006,-12.22,40.333,1970.5,1995.5,4.4974,35.176,242.6,16.761,19.033,1.1737,2175.82299152096,2331.5,2006.40273972603
2006000016013,124,16,13,2006,-12.22,40.333,1971.1,1996.1,4.4874,35.175,244,16.724,19.132,1.166,2174.48924502035,2330.5,2006.40273972603
2006000016012,125,16,12,2006,-12.22,40.333,2216.8,2246.2,3.433,35.021,254,24.89,19.483,1.2276,2172.3995897745,2324.2,2006.40273972603
2006000016011,126,16,11,2006,-12.22,40.333,2462.5,2496.5,3.0633,34.985,251.5,29.476,20.431,1.2815,2177.72336894781,2329.2,2006.40273972603
2006000016010,127,16,10,2006,-12.22,40.333,2705.7,2744.6,2.7833,34.961,250.7,32.533,20.63,1.2892,2179.14657044173,2332.3,2006.40273972603
2006000016009,128,16,9,2006,-12.22,40.333,2950.2,2994.3,2.5854,34.945,249.3,35.481,21.079,1.3519,2185.55327659278,2336.7,2006.40273972603
2006000016008,129,16,8,2006,-12.22,40.333,3196.1,3245.7,2.4407,34.933,247.6,38.866,21.378,1.3673,2191.69490729836,2342.6,2006.40273972603
2006000016007,130,16,7,2006,-12.22,40.333,3442.1,3497.5,2.3296,34.924,246.7,40.941,21.727,1.3827,2193.91200823635,2345.2,2006.40273972603
2006000016006,131,16,6,2006,-12.22,40.333,3929.4,3997.2,2.1675,34.907,245.6,44.653,22.425,1.452,2197.59546997437,2348.4,2006.40273972603
2006000016005,132,16,5,2006,-12.22,40.333,4415.3,4496.5,2.0736,34.903,245.7,46.946,22.674,1.4597,2201.99823369898,2352.3,2006.40273972603
2006000016004,133,16,4,2006,-12.22,40.333,4904.1,5000,2.0441,34.894,246.1,47.71,22.974,1.4905,2200.52760670255,2351.3,2006.40273972603
2006000016003,134,16,3,2006,-12.22,40.333,5246.1,5352.9,2.037,34.895,247.4,47.492,22.924,1.3904,2200.99799731441,2351.9,2006.40273972603
2006000018030,135,18,30,2006,-13.098,40.786,9.03,9.1,17.093,36.086,248.9,1.1897,0.04992,0.0231,2083.6048805338,2368.7,2006.40273972603
2006000018028,136,18,28,2006,-13.098,40.786,94.01,94.8,13.115,35.795,250.7,1.3877,5.279,0.286,2119.20733575768,2349,2006.40273972603
2006000018026,137,18,26,2006,-13.098,40.786,180.94,182.5,12.663,35.764,246.1,2.5382,6.7728,0.3784,2124.35393842785,2348.3,2006.40273972603
2006000018024,138,18,24,2006,-13.098,40.786,391.73,395.3,11.643,35.619,224.4,3.8867,11.306,0.6094,2145.74471441856,2336.5,2006.40273972603
2006000018022,139,18,22,2006,-13.098,40.786,567.7,573.1,11.12,35.618,196,6.2671,15.041,0.8415,2167.57762338916,2342.2,2006.40273972603
2006000018020,140,18,20,2006,-13.098,40.786,884.74,893.8,10.577,35.906,183.2,8.8827,16.432,0.9493,2196.3051900299,2372,2006.40273972603
2006000018021,141,18,21,2006,-13.098,40.786,884.74,893.8,10.604,35.916,183.3,8.8425,16.432,0.9185,2195.80446123787,2371.5,2006.40273972603
2006000018019,142,18,19,2006,-13.098,40.786,964.84,974.9,10.482,35.95,182.6,9.1199,16.532,0.9647,2199.54036498503,2376.1,2006.40273972603
2006000018018,143,18,18,2006,-13.098,40.786,1081,1092.5,9.875,35.919,186.2,9.5168,16.831,0.9801,2201.34606452418,2375.4,2006.40273972603
2006000018017,144,18,17,2006,-13.098,40.786,1329.3,1344.3,8.1023,35.685,207.6,10.947,17.332,1.0417,2193.61900653695,2358.5,2006.40273972603
2006000018016,145,18,16,2006,-13.098,40.786,1576.3,1594.9,5.5838,35.278,238.5,12.458,17.885,1.0736,2178.4888494351,2331.6,2006.40273972603
2006000018015,146,18,15,2006,-13.098,40.786,1821,1843.5,4.1975,35.074,255.7,14.086,18.286,1.1198,2171.53122198584,2321.2,2006.40273972603
2006000018014,147,18,14,2006,-13.098,40.786,2065.9,2092.7,3.4826,34.985,261.9,16.23,18.288,1.1352,2169.59952267037,2318.7,2006.40273972603
2006000018013,148,18,13,2006,-13.098,40.786,2215.4,2244.9,3.4577,35.015,255.5,19.046,18.935,1.1737,2172.90859212912,2325.4,2006.40273972603
2006000018012,149,18,12,2006,-13.098,40.786,2557.5,2593.5,2.9192,34.97,253,27.971,19.883,1.2122,2178.21668955967,2329.5,2006.40273972603
2006000018011,150,18,11,2006,-13.098,40.786,2950.6,2994.9,2.5745,34.947,250,33.938,20.979,1.3211,2184.2271188061,2334.4,2006.40273972603
2006000018010,151,18,10,2006,-13.098,40.786,3194.7,3244.4,2.436,34.933,247.5,35.803,21.029,1.3519,2185.9539859139,2337.4,2006.40273972603
2006000018009,152,18,9,2006,-13.098,40.786,3438.4,3493.9,2.33,34.924,246.1,38.601,21.378,1.4135,2190.75776885316,2340.6,2006.40273972603
2006000018007,153,18,7,2006,-13.098,40.786,3682.3,3743.8,2.2371,34.916,247.6,40.746,21.777,1.4443,2195.70186061531,2346.1,2006.40273972603
2006000018008,154,18,8,2006,-13.098,40.786,3683.3,3744.9,2.237,34.917,245.7,41.398,21.827,1.4289,2195.86095943462,2345.8,2006.40273972603
2006000018006,155,18,6,2006,-13.098,40.786,3928.9,3996.8,2.1734,34.909,245,42.517,22.026,1.4443,2197.57833474485,2347,2006.40273972603
2006000018005,156,18,5,2006,-13.098,40.786,4414.4,4495.7,2.0825,34.902,245.8,44.01,22.226,1.4751,2200.62280572507,2349.5,2006.40273972603
2006000018004,157,18,4,2006,-13.098,40.786,4904.1,5000.2,2.0498,34.897,244.8,44.756,22.426,1.4905,2200.01947704985,2349.4,2006.40273972603
2006000018003,158,18,3,2006,-13.098,40.786,5322.5,5432,2.0391,34.896,245.6,44.943,22.426,1.452,2202.14966119646,2351.3,2006.40273972603
2006000019030,159,19,30,2006,-13.491,41.084,5.36,5.4,16.567,35.879,241.5,0.81928,0.09408,0.0693,2079.96043848462,2355.7,2006.40547945205
2006000020028,160,20,28,2006,-13.888,41.382,95.09,95.9,13.249,35.807,251.4,1.5523,4.776,0.2684,2117.77819571811,2350.3,2006.40547945205
2006000020026,161,20,26,2006,-13.888,41.382,194.7,196.4,12.524,35.745,248.2,2.696,7.0934,0.3905,2122.88119193914,2346.6,2006.40547945205
2006000020024,162,20,24,2006,-13.888,41.382,392.1,395.7,11.79,35.647,233.6,3.6358,9.7891,0.5445,2140.7073079407,2341.3,2006.40547945205
2006000020022,163,20,22,2006,-13.888,41.382,588.64,594.3,10.785,35.543,204.1,6.4954,14.519,0.8503,2162.20419123752,2335.7,2006.40547945205
2006000020021,164,20,21,2006,-13.888,41.382,666.17,672.7,10.827,35.653,196.2,7.3529,15.559,0.8965,2175.11603709835,2346.1,2006.40547945205
2006000020020,165,20,20,2006,-13.888,41.382,787.37,795.3,10.832,35.837,184.6,8.1683,15.698,0.9273,2187.73855041832,2362.2,2006.40547945205
2006000020019,166,20,19,2006,-13.888,41.382,862.56,871.4,10.602,35.884,183.5,8.577,15.981,0.9427,2193.36168168844,2368.8,2006.40547945205
2006000020018,167,20,18,2006,-13.888,41.382,985.13,995.5,10.283,35.927,184.2,8.6583,16.17,0.935,2199.50091204194,2374.9,2006.40547945205
2006000020017,168,20,17,2006,-13.888,41.382,1182.9,1195.9,9.7079,35.956,190.7,9.8421,16.5,0.9581,2202.57192174828,2378.7,2006.40547945205
2006000020016,169,20,16,2006,-13.888,41.382,1378.7,1394.4,7.5401,35.592,213.4,11.438,17.167,1.0351,2191.61678455495,2354.1,2006.40547945205
2006000020015,170,20,15,2006,-13.888,41.382,1577.1,1595.8,5.7151,35.305,235.2,12.339,17.502,1.0659,2179.08351020733,2333.7,2006.40547945205
2006000020014,171,20,14,2006,-13.888,41.382,1774,1795.9,4.433,35.107,251.6,13.117,17.599,1.0967,2169.59172722193,2320.6,2006.40547945205
2006000020013,172,20,13,2006,-13.888,41.382,1970.5,1995.7,3.81,35.036,258.8,15.12,17.79,1.1275,2165.47706681019,2317.3,2006.40547945205
2006000020012,173,20,12,2006,-13.888,41.382,2209.1,2238.6,3.3964,35.001,256.9,18.677,17.979,1.188,2168.50113508874,2319,2006.40547945205
2006000020010,174,20,10,2006,-13.888,41.382,2461.8,2496.1,3.0947,34.986,253.6,28.013,18.973,1.2496,2175.1402159589,2328.2,2006.40547945205
2006000020011,175,20,11,2006,-13.888,41.382,2462.6,2496.9,3.0957,34.986,253.9,27.53,18.216,1.2188,2174.77768562726,2326.9,2006.40547945205
2006000020009,176,20,9,2006,-13.888,41.382,2706.6,2745.8,2.8361,34.966,251.1,31.636,19.494,1.2881,2180.60654595634,2332.5,2006.40547945205
